SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
EBANK, EQ, 26-Sep-2018,2849.99,2601.55,2990,2600,2850,2850,2765.17,39,1.08,12,8,20.51
ECEIND, EQ, 26-Sep-2018,231.35,220.3,239,219.9,231.95,227.15,227.78,1523,3.47,67,890,58.44
ECLERX, EQ, 26-Sep-2018,1106.1,1091.05,1121.2,1081,1100.1,1106.3,1097.49,7201,79.03,1284,3490,48.47
ECLFINANCE, N5, 26-Sep-2018,1040.56,1045,1080,1040.1,1042,1050.22,1046.22,1031,10.79,29,767,74.39
ECLFINANCE, N6, 26-Sep-2018,1030,1030,1032,1030,1032,1032,1031,100,1.03,3,100,100
ECLFINANCE, NF, 26-Sep-2018,980,999,999,981,981,981,984.93,70,0.69,10,70,100
ECLFINANCE, NG, 26-Sep-2018,1002,985,990,975,975.2,975.47,976.24,587,5.73,11,387,65.93
ECLFINANCE, NH, 26-Sep-2018,1000,990.01,990.01,965,965,986.49,986.5,121,1.19,4,121,100
ECLFINANCE, NJ, 26-Sep-2018,994.5,981.3,994,981.01,988,991.02,987.43,564,5.57,19,245,43.44
ECLFINANCE, NK, 26-Sep-2018,990.29,1078,1078,990,990,990,998.41,180,1.8,12,170,94.44
EDELWEISS, EQ, 26-Sep-2018,218.55,221.5,221.5,210.1,212,212.15,214.7,3303414,7092.38,40548,1548877,46.89
EDL, EQ, 26-Sep-2018,19.15,18.3,19.8,18.25,18.7,18.8,19.04,10332,1.97,95,6321,61.18
EDUCOMP, BZ, 26-Sep-2018,2.05,2.05,2.15,1.95,2,2,1.99,51968,1.03,86, -, -
EHFLNCD, N1, 26-Sep-2018,1005,981,981,975,975,977.83,977.83,53,0.52,3,53,100
EHFLNCD, N3, 26-Sep-2018,990.01,1005,1005,1005,1005,1005,1005,5,0.05,1,5,100
EHFLNCD, N5, 26-Sep-2018,993.53,976,999,976,999,998.91,988.6,196,1.94,13,191,97.45
EHFLNCD, N6, 26-Sep-2018,989.9,1010,1010,981,990,990,991.58,715,7.09,24,669,93.57
EICHERMOT, EQ, 26-Sep-2018,25599.7,25897,26250.45,25101,25210,25180.75,25627.18,78609,20145.27,32958,30250,38.48
EIDPARRY, EQ, 26-Sep-2018,220.7,223.85,235,219,225,225.25,226.15,717189,1621.95,17020,229247,31.96
EIFFL, SM, 26-Sep-2018,115.5,113,116.8,109,116.8,116.7,113.96,65600,74.76,40,59200,90.24
EIHAHOTELS, EQ, 26-Sep-2018,338.7,340,347,333,334,337.65,337.54,1667,5.63,122,552,33.11
EIHOTEL, EQ, 26-Sep-2018,154.7,152.5,155.8,149.5,150,150.15,150.29,800696,1203.38,2241,748291,93.46
EIMCOELECO, EQ, 26-Sep-2018,335.45,340,345,331,338,341.15,338.93,240,0.81,17,234,97.5
EKC, EQ, 26-Sep-2018,31.1,32,32,31.05,31.25,31.3,31.44,100424,31.58,575,57494,57.25
ELAND, EQ, 26-Sep-2018,5.8,5.8,6,5.7,5.95,5.95,5.9,10452,0.62,33,7986,76.41
ELECON, EQ, 26-Sep-2018,55.7,56.25,57.2,55,55.8,55.6,55.81,164064,91.57,1228,116089,70.76
ELECTCAST, EQ, 26-Sep-2018,18.35,18.35,19.05,18.3,18.75,18.75,18.61,92230,17.16,380,57504,62.35
ELECTHERM, EQ, 26-Sep-2018,164.85,166.45,172,165,165,166,167.57,8332,13.96,212,3441,41.3
ELECTROSL, BE, 26-Sep-2018,22.4,23.45,23.5,22.4,23.5,23.5,23.44,597439,140.06,1671, -, -
ELGIEQUIP, EQ, 26-Sep-2018,263,263.05,268.75,262.55,266,265.9,265.94,350750,932.78,809,347046,98.94
ELGIRUBCO, EQ, 26-Sep-2018,30.65,30.1,31.25,30.1,31.25,30.85,30.59,1140,0.35,27,809,70.96
EMAMIINFRA, BE, 26-Sep-2018,147.3,147.35,152,141.4,145.5,145.6,146.41,5162,7.56,77, -, -
EMAMILTD, EQ, 26-Sep-2018,507.9,511.05,530.15,505.5,522,522.4,514.83,427090,2198.81,12601,317311,74.3
EMCO, BE, 26-Sep-2018,7.55,7.5,7.5,7.2,7.2,7.2,7.23,10769,0.78,52, -, -
EMKAY, EQ, 26-Sep-2018,103.35,104.25,120,104,115.05,116.7,111.56,46556,51.94,1068,23554,50.59
EMMBI, EQ, 26-Sep-2018,122.3,121,123.9,112.1,112.8,113.05,115.43,41891,48.35,750,25684,61.31
EMOFSR1RDP, MF, 26-Sep-2018,7.93,7.35,7.7,7.35,7.7,7.7,7.7,13174,1.01,2,13174,100
EMOFSR1RGG, MF, 26-Sep-2018,7.96,8.01,8.01,7.5,7.75,7.65,7.68,61755,4.74,35,51000,82.58
ENDURANCE, EQ, 26-Sep-2018,1396.3,1392.55,1403.95,1355.5,1356.2,1364.75,1376.07,19472,267.95,3488,13065,67.1
ENERGYDEV, EQ, 26-Sep-2018,9.95,10.3,10.3,9.9,10,10.2,10.11,30888,3.12,178,22610,73.2
ENGINERSIN, EQ, 26-Sep-2018,119.95,121,122.45,118.5,122.1,122.1,120.51,1709426,2059.97,12478,635889,37.2
ENIL, EQ, 26-Sep-2018,642.6,643.55,667.9,630,660.05,649.05,643.97,1453,9.36,80,855,58.84
EON, EQ, 26-Sep-2018,46.55,48.4,48.8,46.1,46.75,46.65,47.38,14112,6.69,240,7950,56.34
EQ30, EQ, 26-Sep-2018,286.99,274,285,274,280,280,281.83,83,0.23,14,64,77.11
EQUITAS, EQ, 26-Sep-2018,130.05,131.95,137.25,130.8,132.15,133.65,134.52,1476164,1985.66,12668,401408,27.19
ERFLNCDI, N3, 26-Sep-2018,965,980,980,975,975,975,977.5,10,0.1,2,10,100
ERFLNCDI, N5, 26-Sep-2018,954,949.9,949.9,940,940,940,948.91,100,0.95,6,100,100
ERIS, EQ, 26-Sep-2018,764.95,765.5,769,750,750.05,758.15,759.54,6397,48.59,1300,3649,57.04
EROSMEDIA, EQ, 26-Sep-2018,91.55,92.55,95.9,89.7,90.2,90.35,91.69,1043233,956.52,11573,552229,52.93
ESABINDIA, EQ, 26-Sep-2018,780.8,781,790,771,775,778.7,780.92,6521,50.92,309,4829,74.05
ESCORTS, EQ, 26-Sep-2018,661.45,666.25,675,658,660.7,662.55,667.94,1226966,8195.42,39371,416271,33.93
ESSARSHPNG, EQ, 26-Sep-2018,13.6,13.45,13.95,13.4,13.7,13.45,13.52,10190,1.38,86,7354,72.17
ESSDEE, EQ, 26-Sep-2018,19.65,20,20,18.7,18.7,18.7,19.09,49623,9.47,193,41443,83.52
ESSELPACK, EQ, 26-Sep-2018,109.9,109.5,113.9,107,110.5,110.1,112.38,1197010,1345.18,2311,1158537,96.79
ESTER, EQ, 26-Sep-2018,43.95,44.3,45.4,41.15,43.8,42.6,42.98,326961,140.52,1878,213601,65.33
EUROCERA, BE, 26-Sep-2018,2.2,2.2,2.2,2.15,2.2,2.2,2.17,4206,0.09,12, -, -
EUROTEXIND, EQ, 26-Sep-2018,22.3,22.3,22.3,20.5,21.55,21.2,20.78,1459,0.3,17,1339,91.78
EVEREADY, EQ, 26-Sep-2018,208.95,213,216.2,199.05,213,202.9,205.57,607695,1249.27,4580,434848,71.56
EVERESTIND, EQ, 26-Sep-2018,500.7,504,507,491.2,492.1,495.4,498.27,27144,135.25,1661,10604,39.07
EXCEL, EQ, 26-Sep-2018,6,6,6.2,5.8,6,6.05,5.97,19194,1.15,48,9514,49.57
EXCELCROP, EQ, 26-Sep-2018,3878.75,3899.9,3955.9,3789,3840,3839.9,3857.84,1831,70.64,309,1133,61.88
EXCELINDUS, EQ, 26-Sep-2018,1632.5,1676,1704.55,1642,1685,1693.35,1680.89,13059,219.51,1586,8140,62.33
EXIDEIND, EQ, 26-Sep-2018,257.35,258.8,276.2,256.75,273,273.6,268.32,3880719,10412.8,31767,1816689,46.81
FACT, EQ, 26-Sep-2018,40.85,41.2,41.2,39.8,40,40,40.18,85567,34.38,574,43429,50.75
FAIRCHEM, EQ, 26-Sep-2018,395.1,400.95,408.05,391.65,395.2,399.65,401.42,5851,23.49,194,5055,86.4
FCL, EQ, 26-Sep-2018,37.65,37.5,39.5,36,39.5,39.5,38.77,269654,104.54,1464,170739,63.32
FCONSUMER, EQ, 26-Sep-2018,42.4,43.35,43.35,41.8,42.1,42.3,42.36,1549995,656.57,8265,698063,45.04
FCSSOFT, EQ, 26-Sep-2018,0.25,0.25,0.25,0.2,0.2,0.2,0.22,409456,0.92,115,363812,88.85
FDC, EQ, 26-Sep-2018,224.65,226.85,234,225.1,234,231.9,230.96,37993,87.75,1365,25958,68.32
FEDDERELEC, BZ, 26-Sep-2018,18.2,18.9,18.9,17.5,17.65,17.65,17.93,11828,2.12,78, -, -
FEDERALBNK, EQ, 26-Sep-2018,71.85,72.9,72.95,70.35,71.5,71.5,71.66,8412363,6028.2,32332,2260185,26.87
FEL, EQ, 26-Sep-2018,41.05,41,41.45,39.6,40.2,39.95,40.43,408765,165.28,1616,241177,59
FELDVR, EQ, 26-Sep-2018,40.1,40,40.65,39.1,39.1,39.95,40,1406411,562.57,209,1404463,99.86
FELIX, SM, 26-Sep-2018,24.65,23,23,23,23,23,23,4000,0.92,1,4000,100
FIEMIND, EQ, 26-Sep-2018,669.25,668,681.95,641,645,653.65,662.49,5652,37.44,760,3971,70.26
FILATEX, EQ, 26-Sep-2018,45.6,46,47.95,46,47.55,46.85,46.72,174340,81.45,592,120447,69.09
FINCABLES, EQ, 26-Sep-2018,531.45,530,539.95,510,538,534.45,526.91,42070,221.67,3159,21843,51.92
FINEORG, EQ, 26-Sep-2018,1118.25,1121,1130.6,1080,1101,1104.8,1110.06,9673,107.38,954,3527,36.46
FINPIPE, EQ, 26-Sep-2018,526.95,525.1,532.2,525,528.3,528.45,527.79,10762,56.8,1209,6696,62.22
FLEXITUFF, EQ, 26-Sep-2018,37.55,36,36,35.7,35.7,35.7,35.7,1323,0.47,17,1323,100
FLFL, EQ, 26-Sep-2018,403.65,401.65,405.65,391.05,400,402.2,401.26,30288,121.53,1729,13874,45.81
FMGOETZE, EQ, 26-Sep-2018,429.8,428.05,436,417.5,418,419.95,422.64,15163,64.09,597,11374,75.01
FMNL, EQ, 26-Sep-2018,65.4,67.9,68,65.5,67.6,66.6,66.51,18512,12.31,343,10337,55.84
FORTIS, EQ, 26-Sep-2018,136.35,137.35,137.35,131.4,131.55,132.05,133.89,1296118,1735.41,7342,772731,59.62
FOSECOIND, EQ, 26-Sep-2018,1421.3,1425.05,1455,1425,1440,1439.45,1437.7,340,4.89,80,196,57.65
FOURTHDIM, SM, 26-Sep-2018,77,70.3,70.3,66,66,66,69.2,4000,2.77,4,3000,75
FRETAIL, EQ, 26-Sep-2018,469.9,474,484.4,474,481.1,482.4,480.09,319750,1535.1,14226,195894,61.26
FSC, EQ, 26-Sep-2018,651.75,659,659,647.85,655,654.4,653.78,2418,15.81,185,2131,88.13
FSL, EQ, 26-Sep-2018,64.05,65.7,66.1,64.5,65.35,65.45,65.32,2334896,1525.09,9881,1152851,49.37
GABRIEL, EQ, 26-Sep-2018,125.25,125.6,129,125.25,127,126.95,126.92,59636,75.69,1523,36799,61.71
GAEL, EQ, 26-Sep-2018,195.05,195,198.95,190.05,195.3,196.65,195.78,45780,89.63,801,33798,73.83
GAIL, EQ, 26-Sep-2018,369.9,372,382,370.5,375,375.1,376.94,3446786,12992.4,56777,1148537,33.32
GAL, BE, 26-Sep-2018,9.95,10.1,10.1,9.5,9.7,9.55,9.8,177592,17.4,81, -, -
GALAXYSURF, EQ, 26-Sep-2018,1246.5,1251.9,1264.9,1240.15,1244,1254.3,1249.54,1664,20.79,319,1219,73.26
GALLANTT, EQ, 26-Sep-2018,52.45,53.05,53.5,51,52.4,52.7,52.58,27765,14.6,270,18310,65.95
GALLISPAT, EQ, 26-Sep-2018,36.15,36,36,34.35,34.35,34.5,34.79,62626,21.79,320,22372,35.72
GAMMNINFRA, EQ, 26-Sep-2018,0.7,0.7,0.75,0.65,0.7,0.7,0.69,2770288,19.21,491,990725,35.76
GANDHITUBE, EQ, 26-Sep-2018,368.85,374.45,374.5,358.05,364.7,364.25,365.24,4175,15.25,203,2426,58.11
GANECOS, EQ, 26-Sep-2018,315.7,315.7,324.95,301.55,312,313.9,307.7,4683,14.41,212,2233,47.68
GANESHHOUC, EQ, 26-Sep-2018,76.4,77.2,78.85,76.05,77.3,77.55,77.74,82968,64.5,1536,59449,71.65
GANGESSECU, EQ, 26-Sep-2018,52.25,52,53.5,50.4,51.05,51.05,52.49,2464,1.29,22,2318,94.07
GANGOTRI, BZ, 26-Sep-2018,4.85,5.05,5.05,5.05,5.05,5.05,5.05,114910,5.8,208, -, -
GARDENSILK, EQ, 26-Sep-2018,22.6,22.6,23.05,22.5,22.95,22.65,22.8,8785,2,96,6351,72.29
GARFIBRES, EQ, 26-Sep-2018,1133.85,1131.2,1153.45,1109,1125,1121.25,1116.75,16395,183.09,1562,12968,79.1
GATI, EQ, 26-Sep-2018,81.7,83,85.5,82.1,83.2,83.15,83.77,426876,357.61,4604,120722,28.28
GAYAHWS, EQ, 26-Sep-2018,1.85,1.8,1.9,1.8,1.9,1.8,1.83,24497,0.45,67,18332,74.83
GAYAPROJ, EQ, 26-Sep-2018,186.05,187,188.75,183,186.4,186.4,186.31,42036,78.32,1392,20090,47.79
GDL, EQ, 26-Sep-2018,155.85,155.95,161.65,151.8,152.75,153.2,155.95,309544,482.73,2111,282397,91.23
GEECEE, EQ, 26-Sep-2018,126.15,129.25,129.25,122.5,126.95,124,125.35,13007,16.3,211,10709,82.33
GEMINI, BZ, 26-Sep-2018,0.25,0.25,0.3,0.2,0.3,0.3,0.27,14544,0.04,31, -, -
GENESYS, EQ, 26-Sep-2018,161.7,158.2,164.4,157.8,162,160.25,159.39,13993,22.3,1132,8154,58.27
GENUSPAPER, EQ, 26-Sep-2018,10.3,10.4,10.55,10.15,10.2,10.2,10.29,336697,34.66,478,202129,60.03
GENUSPOWER, EQ, 26-Sep-2018,32.05,32,32.55,30.75,31.5,31.7,31.35,190057,59.59,1046,123774,65.12
GEOJITFSL, EQ, 26-Sep-2018,54.25,54.7,54.7,52,52.55,52.5,53.16,127743,67.9,799,86988,68.1
GEPIL, EQ, 26-Sep-2018,735.65,730.05,745,712,745,742.3,734.21,8888,65.26,853,4903,55.16
GESHIP, EQ, 26-Sep-2018,289.1,286,289.7,278,278.55,279.4,282.54,25074,70.84,1603,20560,82
GET&D, EQ, 26-Sep-2018,257.9,261.5,261.5,255.15,256.05,256.6,257.62,10461,26.95,558,4985,47.65
GHCL, EQ, 26-Sep-2018,234.2,232.1,240.05,232.1,237.75,238.4,235.29,67139,157.97,1727,41897,62.4
GICHSGFIN, EQ, 26-Sep-2018,263.05,262.1,269.55,260,265,266.1,264.03,101338,267.57,2480,46063,45.45
GICL, SM, 26-Sep-2018,21.8,18.5,18.5,18.5,18.5,18.5,18.5,6000,1.11,1,6000,100
GICRE, EQ, 26-Sep-2018,328.75,329.05,335,326.05,328.05,327.85,329.58,72065,237.51,6613,47569,66.01
GILLANDERS, EQ, 26-Sep-2018,57.95,55.9,60.6,55.9,58.95,57,56.79,2696,1.53,26,1639,60.79
GILLETTE, EQ, 26-Sep-2018,6741.05,6705,6878.55,6669.05,6755,6748.95,6719.31,3320,223.08,1371,1584,47.71
GINNIFILA, EQ, 26-Sep-2018,18.25,19,19.25,18,18.2,18.25,18.5,70477,13.04,318,49040,69.58
GIPCL, EQ, 26-Sep-2018,77.8,79.5,79.5,77.9,77.9,78.1,78.51,23451,18.41,388,15661,66.78
GIRIRAJ, SM, 26-Sep-2018,105,103,107.5,103,107.5,107.5,105.25,2400,2.53,2,1200,50
GIRRESORTS, IT, 26-Sep-2018,151,150,150,150, ,150,150,5000,7.5,1, -, -
GKWLIMITED, EQ, 26-Sep-2018,901,900,942.95,900,901.25,905.8,913.32,43,0.39,17,16,37.21
GLAXO, EQ, 26-Sep-2018,1468.75,1489.95,1529,1475,1504.45,1518.55,1504.21,15391,231.51,3197,6621,43.02
GLENMARK, EQ, 26-Sep-2018,634.55,640.85,659.3,640.85,654,654.25,653.36,1382163,9030.54,35180,254979,18.45
GLOBAL, SM, 26-Sep-2018,115,115,115,115,115,115,115,1000,1.15,1,1000,100
GLOBALVECT, BE, 26-Sep-2018,65.8,65,68.9,62.55,65,62.9,63.99,5895,3.77,84, -, -
GLOBOFFS, EQ, 26-Sep-2018,14.6,15.25,15.25,14.6,14.75,14.8,14.91,3760,0.56,43,2255,59.97
GLOBUSSPR, EQ, 26-Sep-2018,171.05,167.05,169.65,162.5,162.5,162.5,163.67,308664,505.19,3078,126027,40.83
GMBREW, EQ, 26-Sep-2018,645.45,660.6,667,645,659,660,653.98,19549,127.85,2589,9845,50.36
GMDCLTD, EQ, 26-Sep-2018,100.4,100.3,102.5,99.65,100,100.3,101.09,121433,122.75,4014,75675,62.32
GMMPFAUDLR, EQ, 26-Sep-2018,1001.55,1028,1028,988,1009,997.35,995.54,3618,36.02,267,3266,90.27
GMRINFRA, EQ, 26-Sep-2018,16.85,17,17.65,16.75,17.5,17.55,17.1,57740082,9875.16,16502,33041700,57.22
GNA, EQ, 26-Sep-2018,359.4,363,367.7,358.6,364.25,363.7,363.18,35934,130.51,990,15819,44.02
GNFC, EQ, 26-Sep-2018,360.35,364,366.9,357.05,358.7,361.05,361.2,278966,1007.62,13926,92596,33.19
GOACARBON, EQ, 26-Sep-2018,577.3,580,606.15,579.85,606.15,606.15,603.44,81243,490.25,2965,34957,43.03
GOCLCORP, EQ, 26-Sep-2018,286.3,282,289.95,280.45,288,286.3,287.68,9040,26.01,160,7038,77.85
GODFRYPHLP, EQ, 26-Sep-2018,757.1,764.95,781,755.05,758.05,760.05,766.54,148406,1137.58,7264,22901,15.43
GODREJAGRO, EQ, 26-Sep-2018,518.35,526.8,527.9,515.65,520.6,519.45,519.3,131775,684.31,5514,100479,76.25
GODREJCP, EQ, 26-Sep-2018,782.4,791.25,797.6,764,775,772.4,776.48,775754,6023.57,47893,453630,58.48
GODREJIND, EQ, 26-Sep-2018,540.2,538,549.6,523.75,536,533.4,530.99,728475,3868.15,19904,276109,37.9
GODREJPROP, EQ, 26-Sep-2018,570,579,610,570.75,605,603.55,594.38,564513,3355.33,23995,292208,51.76
GOENKA, BZ, 26-Sep-2018,0.25,0.25,0.3,0.25,0.3,0.3,0.26,117238,0.3,34, -, -
GOKEX, EQ, 26-Sep-2018,78.35,79.1,82.6,79.1,80,80.65,80.66,42356,34.16,533,28633,67.6
GOKUL, EQ, 26-Sep-2018,10.6,10.9,10.9,10.4,10.45,10.45,10.63,4251,0.45,35,3940,92.68
GOKULAGRO, EQ, 26-Sep-2018,11.65,11.4,11.85,11.3,11.4,11.4,11.4,8085,0.92,65,4900,60.61
GOLDBEES, EQ, 26-Sep-2018,2734.8,2750,2750,2725.65,2730.05,2729.65,2733.16,17258,471.69,1371,9482,54.94
GOLDENTOBC, BE, 26-Sep-2018,30.6,30.6,30.6,30.6,30.6,30.6,30.6,34,0.01,2, -, -
GOLDIAM, EQ, 26-Sep-2018,69.85,71,72.1,68.35,72.1,69.85,69.04,5520,3.81,89,4043,73.24
GOLDSHARE, EQ, 26-Sep-2018,2744.9,2744.95,2790,2744.95,2780.05,2783.35,2775.88,1744,48.41,152,1615,92.6
GOLDTECH, EQ, 26-Sep-2018,23.1,22.5,22.5,21.95,21.95,21.95,22.03,31369,6.91,116,29128,92.86
GOODLUCK, EQ, 26-Sep-2018,68.85,70.95,70.95,67,67.8,67.7,68.2,14099,9.62,250,11326,80.33
GPIL, EQ, 26-Sep-2018,421.65,435,458.8,430.05,455.9,452.2,444.31,160352,712.46,5035,73554,45.87
GPPL, EQ, 26-Sep-2018,100.6,102,102.6,100.25,101.25,101,101.26,23169,23.46,454,13406,57.86
GPTINFRA, EQ, 26-Sep-2018,103.25,104,106,100.5,103.55,104.5,104.09,80928,84.24,353,63697,78.71
GRANULES, EQ, 26-Sep-2018,100.3,102.75,104.55,100,102.5,102.95,102.52,4333295,4442.36,17859,519524,11.99
GRAPHITE, EQ, 26-Sep-2018,862.9,860,895,835,842,845.7,858.17,782746,6717.3,34054,480099,61.34
GRASIM, EQ, 26-Sep-2018,1039.1,1042.2,1050,1033.45,1040,1044.9,1040.02,1239047,12886.34,35449,883773,71.33
GRAVITA, EQ, 26-Sep-2018,95.5,96.25,98,95.3,95.55,95.85,96.3,100036,96.34,1072,46124,46.11
GREAVESCOT, EQ, 26-Sep-2018,144.35,145,148.6,143.95,144.3,144.45,145.84,307725,448.77,5684,114711,37.28
GREENLAM, EQ, 26-Sep-2018,1002.35,1009.85,1009.85,986.1,992,992.85,999.78,22,0.22,18,8,36.36
GREENPLY, EQ, 26-Sep-2018,174.8,179,182.6,170,170.5,171.45,173.1,89248,154.49,2270,72103,80.79
GREENPOWER, EQ, 26-Sep-2018,6.85,6.9,6.9,6.65,6.8,6.75,6.75,90742,6.13,202,59578,65.66
GRINDWELL, EQ, 26-Sep-2018,510.05,509.8,512.95,477.7,482.05,485.05,494.02,22986,113.55,1577,19401,84.4
GROBTEA, BE, 26-Sep-2018,600.25,572.6,575,570.25,570.25,570.55,571.36,185,1.06,20, -, -
GRPLTD, EQ, 26-Sep-2018,1160.2,1235.95,1248,1173.9,1200,1200,1205.34,676,8.15,84,594,87.87
GRUH, EQ, 26-Sep-2018,307.4,307.2,309.6,300,301.45,301.8,303.34,570802,1731.49,23265,352493,61.75
GSCLCEMENT, EQ, 26-Sep-2018,24.9,25.1,26.7,25.1,25.4,25.85,25.75,21027,5.41,138,12624,60.04
GSFC, EQ, 26-Sep-2018,98.9,100.4,100.8,97.3,98.55,98.35,98.7,1352624,1335.08,8369,269988,19.96
GSKCONS, EQ, 26-Sep-2018,7152.3,7162.3,7343.7,7125,7200,7200.9,7243.81,11565,837.75,4276,5546,47.96
GSPL, EQ, 26-Sep-2018,181.85,181.85,185.8,180.15,183.9,184.45,182.62,181159,330.83,10016,109018,60.18
GSS, EQ, 26-Sep-2018,105.15,106,112.8,106,107.5,108.9,108.93,1625528,1770.71,6335,529830,32.59
GTL, EQ, 26-Sep-2018,5.75,5.7,5.95,5.5,5.6,5.65,5.62,130148,7.31,371,100827,77.47
GTLINFRA, BE, 26-Sep-2018,1.35,1.3,1.4,1.3,1.4,1.4,1.35,1049221,14.19,334, -, -
GTNIND, BE, 26-Sep-2018,11.85,12.4,12.4,11.3,11.4,11.35,11.33,14487,1.64,55, -, -
GTNTEX, EQ, 26-Sep-2018,10.85,10.35,10.9,10.35,10.7,10.5,10.56,3009,0.32,33,2299,76.4
GTPL, EQ, 26-Sep-2018,68.9,69.05,71.7,68.6,70.55,70.2,69.86,65777,45.95,1506,52372,79.62
GUFICBIO, EQ, 26-Sep-2018,122.3,122.3,125.8,122,124.2,124.2,124.29,41824,51.98,1243,22694,54.26
GUJALKALI, EQ, 26-Sep-2018,589.25,595,628,589.25,625.95,620.55,612.45,191052,1170.09,11304,69747,36.51
GUJAPOLLO, EQ, 26-Sep-2018,172.5,172.5,173.1,168,169.25,169.7,171.08,2512,4.3,101,2119,84.36
GUJFLUORO, EQ, 26-Sep-2018,826.85,830.95,850,828.25,840,843.85,841.55,139333,1172.56,7688,58224,41.79
GUJGASLTD, EQ, 26-Sep-2018,655.4,651.1,667.6,630,655.5,650,641.87,82616,530.29,3976,69789,84.47
GUJRAFFIA, BE, 26-Sep-2018,20.35,19.35,21.35,19.35,21.3,21.3,19.65,342,0.07,13, -, -
GULFOILLUB, EQ, 26-Sep-2018,755.15,756.05,769.45,753.9,757,755.35,759.82,31713,240.96,1459,27734,87.45
GULFPETRO, EQ, 26-Sep-2018,79.3,80.35,82,76.65,78,77.9,78.93,57283,45.22,522,27797,48.53
GULPOLY, EQ, 26-Sep-2018,56.45,57.25,61.2,56.2,56.95,56.75,57.94,21282,12.33,343,11202,52.64
GVKPIL, EQ, 26-Sep-2018,8.5,8.8,8.8,8.3,8.65,8.55,8.53,1744803,148.88,1833,1131208,64.83
H1190M36RG, MF, 26-Sep-2018,11.54,11.18,11.68,11.17,11.68,11.68,11.2,2650,0.3,3,2650,100
HAL, EQ, 26-Sep-2018,842.15,842.05,855,833,839.95,839.45,844.98,7507,63.43,1393,3540,47.16
HANUNG, BE, 26-Sep-2018,1.05,1,1,1,1,1,1,1256,0.01,16, -, -
HARITASEAT, EQ, 26-Sep-2018,600.6,605,623.1,605,609.5,614.5,611.46,3330,20.36,224,2762,82.94
HARRMALAYA, EQ, 26-Sep-2018,91.25,91.75,93.1,90,91,90.85,91.23,30681,27.99,602,18466,60.19
HATHWAY, EQ, 26-Sep-2018,22.4,22.85,24.6,22.45,24.6,24.6,24.18,1483142,358.57,2565,880955,59.4
HATSUN, EQ, 26-Sep-2018,709.15,709.2,714.55,705.05,706.5,707.1,708.41,10065,71.3,347,9305,92.45
HAVELLS, EQ, 26-Sep-2018,628.1,633,649.05,620.25,648.1,646.5,635.26,1027745,6528.81,30863,332098,32.31
HAVISHA, BE, 26-Sep-2018,1.25,1.3,1.3,1.3,1.3,1.3,1.3,2,0,2, -, -
HBLPOWER, EQ, 26-Sep-2018,29.65,29.85,30.7,28.55,29.15,29.05,29.46,223512,65.84,1441,119137,53.3
HBSL, BE, 26-Sep-2018,10.8,10.8,11.3,10.4,10.5,10.5,10.61,7394,0.78,53, -, -
HCC, EQ, 26-Sep-2018,11.25,11.65,12.15,11.4,11.85,11.95,11.74,9709878,1139.47,9733,1645957,16.95
HCG, EQ, 26-Sep-2018,223.8,227.15,237.95,221.1,223,223.45,226.11,7024,15.88,457,2858,40.69
HCL-INSYS, EQ, 26-Sep-2018,26.35,26.4,27.4,26.35,26.75,26.9,26.87,679681,182.63,2919,262402,38.61
HCLTECH, EQ, 26-Sep-2018,1116.35,1120.1,1120.85,1085.15,1090.35,1090.15,1093,1435197,15686.64,61886,777916,54.2
HDFC, EQ, 26-Sep-2018,1773.35,1783.6,1806.3,1756.1,1759,1767.45,1772.93,4044415,71704.72,170572,3076352,76.06
HDFC, W2, 26-Sep-2018,290,280,300,277,277.2,283.6,287.08,379600,1089.75,49,321200,84.62
HDFCAMC, EQ, 26-Sep-2018,1397.2,1417,1444,1410,1432,1439.05,1429.83,700334,10013.57,54807,279818,39.95
HDFCBANK, EQ, 26-Sep-2018,1952.4,1962.95,1978,1955.3,1966.05,1968.2,1966.04,3681681,72383.42,145107,2807141,76.25
HDFCLIFE, EQ, 26-Sep-2018,390,395,406.05,391,404.5,403.6,402.4,2432342,9787.74,53496,1647931,67.75
HDFCMFGETF, EQ, 26-Sep-2018,2805.8,2801.5,2818.4,2801.5,2802,2806.95,2810.27,464,13.04,80,249,53.66
HDFCNIFETF, EQ, 26-Sep-2018,1145.41,1128,1155.06,1088.7,1155.06,1150.37,1145.43,1868,21.4,22,219,11.72
HDFCSENETF, EQ, 26-Sep-2018,3786.44,3969,3969,3814.44,3814.44,3814.44,3887.86,14,0.54,3,7,50
HDIL, EQ, 26-Sep-2018,21.9,22.6,22.95,22.25,22.95,22.95,22.84,5488132,1253.45,9020,1987949,36.22
HEG, EQ, 26-Sep-2018,3610.95,3650,3738.8,3570,3600,3599.3,3641.7,155868,5676.25,21401,52608,33.75
HEIDELBERG, EQ, 26-Sep-2018,146.7,150,150,143.3,144.15,145.4,146.07,137478,200.82,2701,49273,35.84
HERCULES, EQ, 26-Sep-2018,106.55,105.5,107.95,101.55,103,103.05,104.32,8335,8.69,244,5928,71.12
